assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,7,0,0,0,0.0,84583,None,,0,0,-2,2,2.8,424,211,None,,0,3,0.0,0.0,0,0.02,0.08,0.17,0.64,0.15,0.68,2.55,0.56,Philippe,0.0,750,326,1,3.75,0,1.8,459,210,38,False,4.0,461,209,24,Joined Al-Duhail on loan for the rest of the season,2023-08-20T22:00:05.790965Z,58,71,46,0,0,None,0,,84583.jpg,1.0,466,218,0,0,0.0,Coutinho Correia,0.2,345,108,False,None,0,0.0,u,2,7,12.0,390,196,2,4781,0,47533,38,0.0,0.3,Coutinho,0
0,0,0,0,0,0,0,221239,None,,0,0,-1,1,0.0,733,88,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Keinan,0.0,706,84,0,0,0,0.0,738,88,39,False,0.0,738,88,0,Transferred to Udinese,2023-09-03T20:12:01.415986Z,49,243,51,0,0,None,0,,221239.jpg,0.0,738,88,0,0,0,Davis,0.1,397,61,False,None,0,0,u,2,7,0.0,730,88,0,4950,0,22931,42,0.0,0.0,Davis,0
1,3,64,100,100,0,0.0,151589,None,,0,0,-1,1,3.9,421,210,None,,1,3,2.7,3.2,1,0.01,0.01,0.74,0.57,0.73,1.58,1.21,0.56,Leander,2.7,113,59,3,2.29,1,10.0,391,179,40,False,59.2,360,156,118,,2023-08-10T15:00:04.947940Z,49,225,145,0,0,None,0,,151589.jpg,2.5,226,98,0,0,0.0,Dendoncker,0.0,555,205,False,None,1,0.76,a,2,7,37.0,289,152,20,3524,75,3185,266,0.6,4.1,Dendoncker,0
0,1,163,100,100,2,0.2,165659,None,,0,0,-1,1,41.7,320,107,None,,0,2,2.5,3.0,1,0.26,0.03,0.84,0.09,0.58,13.08,1.3,0.06,Diego Carlos,2.5,120,30,15,1.5,0,28.9,269,89,41,False,185.0,221,84,903,,2023-11-10T02:00:09.636100Z,44,497,92,0,0,None,0,,165659.jpg,1.9,298,105,0,0,0.0,Santos Silva,0.7,207,80,False,None,10,1.0,a,2,7,63.0,235,63,26,80172,2395,60386,3055,0.6,5.9,Diego Carlos,2
3,2,283,0,0,5,0.3,101188,2,,0,0,2,-2,467.3,19,5,2,,1,2,0.0,0.0,0,2.74,0.16,3.11,0.18,0.37,21.91,1.3,0.02,Lucas,3.0,89,20,20,1.18,0,86.8,62,6,42,False,278.2,121,48,1521,Hamstring injury - Expected back 30 Jan,2023-12-27T18:30:08.720986Z,47,309,37,0,0,None,0,,101188.jpg,3.1,137,36,0,0,0.0,Digne,4.1,89,34,False,None,18,1.07,i,2,7,122.0,154,19,56,984601,196,723610,49423,0.6,11.9,Digne,5
3,18,403,100,100,4,0.22,230046,1,,0,0,0,0,443.3,23,17,1,,2,3,4.2,4.7,10,2.33,0.13,7.32,0.4,4.99,24.01,1.31,0.27,Douglas Luiz,4.2,45,26,26,1.42,6,116.5,27,17,43,False,479.4,20,6,1653,,2023-12-09T20:00:09.137355Z,55,105,65,0,0,1,0,,230046.jpg,4.9,20,14,0,0,0.0,Soares de Paulo,8.6,43,14,False,None,19,1.03,a,2,7,242.0,74,46,94,1835154,74328,1244075,21065,0.8,17.1,Douglas Luiz,5
1,3,77,100,100,0,0.0,476344,None,,0,0,0,0,30.5,343,45,None,,0,4,1.2,1.7,4,0.05,0.03,0.86,0.52,0.81,2.14,1.3,0.49,Jhon,1.2,262,37,1,0.61,2,17.7,339,42,44,False,81.2,335,38,148,,2023-10-29T22:00:09.647546Z,50,203,45,0,0,None,0,,476344.jpg,1.8,325,41,0,0,0.0,Durán,0.2,338,52,False,None,0,0.0,a,2,7,69.0,221,45,23,49820,259,44924,535,0.2,4.6,Duran,4
0,0,0,None,None,0,0,123354,None,,0,0,-1,1,0.0,479,175,None,,0,2,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Kortney,0.0,419,146,0,0,0,0.0,503,176,45,False,0.0,497,177,0,,None,39,739,235,0,0,None,0,,123354.jpg,0.0,511,175,0,0,0,Hause,0.2,328,127,False,None,0,0,a,2,7,0.0,450,163,0,12691,190,17771,347,0.0,0.0,Hause,0
0,0,2,100,100,0,0.0,490094,None,,0,0,-1,1,0.6,447,219,None,,0,3,0.2,0.7,0,0.00,0.0,0.00,0.0,0.00,0.09,2.02,0.0,Tim,0.2,382,173,0,0.0,0,0.0,645,251,46,False,0.0,640,248,4,,2023-08-10T15:00:04.998490Z,44,553,311,0,0,None,0,,490094.jpg,1.0,424,188,0,0,0.0,Iroegbunam,0.0,607,231,False,None,0,0.0,a,2,7,0.0,614,243,1,1482,28,3663,41,0.0,0.2,Iroegbunam,0
1,1,200,100,0,5,0.33,226944,None,,0,0,0,0,263.9,67,52,None,,0,3,1.2,0.0,0,1.21,0.08,1.34,0.09,0.13,19.12,1.28,0.01,Boubacar,1.2,261,115,18,1.2,0,51.7,157,83,47,False,215.4,181,74,1347,,2023-12-17T21:30:08.114524Z,50,195,122,0,0,None,0,,226944.jpg,1.9,311,131,1,0,0.0,Kamara,0.1,415,134,False,None,16,1.07,a,2,7,36.0,293,156,31,14110,117,17867,153,0.2,6.2,Kamara,6
1,4,327,None,None,4,0.2,199798,None,,0,0,1,-1,101.8,195,47,None,,0,2,2.8,3.3,0,0.75,0.04,2.49,0.13,1.74,25.06,1.28,0.09,Ezri,2.8,103,24,27,1.38,0,54.8,143,31,48,False,324.2,87,29,1758,,None,46,335,45,0,0,None,0,,199798.jpg,2.5,223,72,0,0,0.0,Konsa Ngoyo,3.3,107,44,False,None,20,1.02,a,2,7,120.0,156,21,51,353257,9158,137247,13352,0.6,11.1,Konsa,5
0,9,348,100,100,4,0.21,98980,None,,0,0,2,-2,10.0,406,6,None,,0,1,4.2,4.7,1,0.00,0.0,0.00,0.0,0.00,24.60,1.29,0.0,Emiliano,4.2,43,4,26,1.37,0,47.4,176,9,49,False,464.0,26,8,1710,,2023-11-24T19:00:09.689065Z,52,151,5,1,0,None,0,,98980.jpg,3.2,123,17,0,56,2.95,Martínez Romero,12.2,32,7,False,None,19,1.0,a,2,7,0.0,749,85,61,1067356,30682,659218,28044,0.8,11.7,Martinez,4
2,8,302,100,100,4,0.21,122806,3,,0,0,1,-1,450.9,22,16,None,,0,3,4.0,4.5,1,3.06,0.16,6.01,0.32,2.95,22.53,1.19,0.16,John,4.0,53,30,25,1.32,5,110.7,31,20,50,False,407.2,47,17,1706,,2023-11-20T10:00:08.648383Z,56,89,54,0,0,None,0,,122806.jpg,3.9,60,34,0,0,0.0,McGinn,2.0,134,40,False,None,20,1.06,a,2,7,247.0,71,45,78,283236,6175,137351,14016,0.7,13.9,McGinn,5
0,0,5,0,0,0,0.0,149484,None,,0,0,-4,4,13.0,391,142,None,,0,2,0.0,0.0,0,0.16,0.48,0.17,0.51,0.01,1.08,3.24,0.03,Tyrone,0.0,523,209,2,6.0,0,2.2,450,159,51,False,3.6,463,167,30,Knee injury - Unknown return date,2023-08-12T21:30:06.077936Z,41,629,161,0,0,None,0,,149484.jpg,0.0,609,232,0,0,0.0,Mings,1.2,173,67,False,None,1,3.0,i,2,7,5.0,407,147,0,10153,51,1066644,755,0.0,0.0,Mings,0
0,0,12,0,0,0,0.0,111782,None,,0,0,-1,1,0.0,478,21,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.73,0.73,0.0,Robin,0.0,418,35,1,1.0,0,1.2,465,33,53,False,12.0,439,33,90,Knock - Unknown return date,2023-12-29T16:00:09.710707Z,39,738,70,0,0,None,0,,111782.jpg,2.0,279,30,0,1,1.0,Olsen,0.6,220,30,False,None,1,1.0,i,2,7,0.0,449,11,2,25191,52,51358,1313,0.0,0.5,Olsen,0
0,0,3,0,0,0,0.0,481624,None,,0,0,0,0,0.3,454,222,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.65,19.5,0.0,Jaden,0.0,631,241,1,30.0,0,0.3,480,219,54,False,0.4,482,222,3,Transferred to Hull City,2023-09-02T08:48:12.680336Z,45,426,248,0,0,None,0,,481624.jpg,1.0,434,196,0,0,0.0,Philogene-Bidace,0.1,497,170,False,None,0,0.0,u,2,7,2.0,427,212,1,3755,0,14422,42,0.0,0.2,Philogene,0
0,0,48,100,100,0,0.0,232653,None,,0,0,-1,1,84.1,231,134,None,,0,3,1.3,1.8,1,0.86,0.16,1.63,0.3,0.77,5.26,0.99,0.14,Jacob,1.3,246,108,7,1.32,1,26.8,286,135,55,False,78.4,337,146,478,,2023-10-04T15:30:08.354887Z,59,67,43,0,0,None,0,,232653.jpg,1.7,338,148,0,0,0.0,Ramsey,0.1,395,127,False,None,4,0.75,a,2,7,104.0,174,103,17,15336,473,19510,476,0.2,2.9,J.Ramsey,2
0,0,0,0,0,0,0,122775,None,,0,0,0,0,0.0,639,251,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Morgan,0.0,595,219,0,0,0,0.0,651,254,56,False,0.0,645,251,0,Joined OGC Nice on a season-long loan,2023-07-26T11:26:30.137805Z,45,363,221,0,0,None,0,,122775.jpg,0.0,656,259,0,0,0,Sanson,0.0,726,300,False,None,0,0,u,2,7,0.0,628,248,0,0,0,613,4,0.0,0.0,Sanson,0
0,0,0,0,0,0,0,248164,None,,0,0,0,0,0.0,533,51,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Viljami,0.0,473,62,0,0,0,0.0,555,67,57,False,0.0,547,67,0,Joined Exeter City on a season-long loan,2023-07-20T08:38:58.947431Z,40,670,48,0,0,None,0,,248164.jpg,0.0,560,67,0,0,0,Sinisalo,0.0,735,85,False,None,0,0,u,2,7,0.0,505,41,0,0,0,366,3,0.0,0.0,Sinisalo,0
3,0,119,50,0,1,0.16,166989,None,,0,0,-4,4,106.3,189,117,None,,0,3,0.6,0.0,0,0.76,0.12,1.02,0.16,0.26,9.85,1.6,0.04,Youri,1.2,268,119,7,1.14,0,27.2,284,134,58,False,122.0,287,119,555,Calf injury - 50% chance of playing,2023-12-15T09:30:09.215067Z,56,90,55,0,0,None,0,,166989.jpg,1.8,327,141,0,0,0.0,Tielemans,0.4,247,78,False,None,4,0.65,d,2,7,42.0,277,145,29,22673,13,96654,624,0.2,5.2,Tielemans,0
0,0,6,0,0,0,0.0,110504,None,,0,0,0,0,0.0,739,318,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.77,6.93,0.0,Bertrand,0.0,714,299,0,0.0,0,0.3,484,221,59,False,3.0,472,215,10,International Duty - Unknown return date,2023-12-30T22:30:09.230940Z,50,174,107,0,0,None,0,,110504.jpg,1.0,461,215,0,0,0.0,Traoré,0.0,637,246,False,None,0,0.0,i,2,7,0.0,737,318,2,1443,6,3319,21,0.0,0.4,Bertrand Traoré,0
11,14,406,100,100,4,0.2,178301,None,,1,-1,9,-9,372.5,33,2,None,,3,4,4.0,4.5,8,2.77,0.14,11.66,0.59,8.89,24.61,1.26,0.45,Ollie,4.0,56,9,27,1.38,9,167.0,4,1,60,True,537.2,12,2,1759,,2023-11-30T23:30:07.866054Z,89,7,3,0,0,2,0,,178301.jpg,6.0,6,2,0,0,0.0,Watkins,54.1,2,1,False,None,20,1.02,a,2,7,759.0,4,3,120,5920404,115477,2870063,26448,0.4,13.5,Watkins,3
0,0,0,0,0,0,0,213345,None,,0,0,0,0,0.0,745,89,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wesley,0.0,721,85,0,0,0,0.0,748,89,61,False,0.0,748,89,0,Permanent transfer to Stoke,2023-07-31T07:08:09.572672Z,50,191,44,0,0,None,0,,213345.jpg,0.0,748,89,0,0,0,Moraes Ferreira da Silva,0.0,718,97,False,None,0,0,u,2,7,0.0,743,89,0,0,0,778,0,0.0,0.0,Wesley,0
0,4,308,100,100,4,0.24,244954,None,,0,0,2,-2,122.2,176,40,None,,1,2,2.5,3.0,1,0.54,0.03,1.42,0.08,0.88,21.75,1.29,0.05,Pau,2.5,123,33,20,1.19,2,53.9,147,35,584,False,313.2,97,35,1517,,2023-12-18T00:00:10.972444Z,47,323,43,0,0,None,0,,244954.jpg,3.4,103,22,0,0,0.0,Torres,5.8,68,24,False,None,16,0.95,a,2,7,103.0,175,32,61,830710,17134,505379,20431,0.5,13.0,Pau,1
7,5,252,100,100,4,0.28,243557,None,,0,0,1,-1,363.2,35,28,None,,2,3,2.5,3.0,7,2.65,0.19,6.94,0.49,4.29,16.26,1.14,0.3,Moussa,2.5,131,66,20,1.4,4,109.6,33,22,599,False,298.2,107,42,1286,,2023-09-30T23:00:09.545623Z,66,44,26,0,0,None,0,,243557.jpg,4.2,42,26,0,0,0.0,Diaby,9.0,41,13,False,None,16,1.12,a,2,7,435.0,31,17,85,2232859,31153,2034196,21880,0.4,12.9,Diaby,0
0,0,0,None,None,0,0,549068,None,,0,0,0,0,0.0,706,294,None,,0,3,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Omari,0.0,664,264,0,0,0,0.0,714,296,618,False,0.0,708,293,0,,None,45,467,278,0,0,None,0,,549068.jpg,0.0,715,298,0,0,0,Kellyman,0.1,507,175,False,None,0,0,a,2,7,0.0,699,293,0,6852,41,7383,146,0.0,0.0,Kellyman,0
0,0,0,None,None,0,0,462381,None,,0,0,0,0,0.0,547,56,None,,0,1,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,488,67,0,0,0,0.0,569,72,670,False,0.0,561,72,0,,None,40,686,53,0,0,None,0,,462381.jpg,0.0,575,72,0,0,0,Marschall,0.0,565,73,False,None,0,0,a,2,7,0.0,519,46,0,2965,60,1949,96,0.0,0.0,Marschall,0
0,0,3,100,100,1,0.18,245414,None,,0,0,-1,1,72.4,252,141,None,,0,3,1.2,1.7,0,0.53,0.1,2.21,0.4,1.68,7.10,1.29,0.3,Nicolò,1.2,265,117,7,1.27,1,36.1,226,110,672,False,71.0,344,150,497,,2023-11-24T19:00:11.309259Z,54,122,76,0,0,None,0,,245414.jpg,1.3,383,174,0,0,0.0,Zaniolo,0.1,496,169,False,None,7,1.27,a,2,7,222.0,81,52,17,12714,81,11293,217,0.2,3.1,Zaniolo,4
0,0,0,0,0,0,0,516159,None,,0,0,0,0,0.0,569,63,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Oliwier,0.0,510,74,0,0,0,0.0,590,79,686,False,0.0,583,79,0,On loan to Puszcza Niepolomice,2023-09-11T14:12:20.141802Z,40,711,60,0,0,None,0,,516159.jpg,0.0,596,79,0,0,0,Zych,0.1,503,69,False,None,0,0,u,2,7,0.0,542,53,0,6697,0,5583,72,0.0,0.0,Zych,0
1,0,48,None,None,0,0.0,171101,None,,0,0,0,0,29.8,347,122,None,,0,2,1.3,1.8,2,0.44,0.16,0.44,0.16,0.00,2.50,0.93,0.0,Clément,1.3,237,80,5,1.87,0,8.7,400,142,699,False,49.8,375,144,241,,None,45,369,62,0,0,None,0,,171101.jpg,2.7,182,51,0,0,0.0,Lenglet,0.1,394,152,False,None,3,1.12,a,2,7,8.0,400,143,8,13383,917,5912,516,0.3,1.8,Lenglet,0
0,0,0,None,None,0,0,564505,None,,0,0,0,0,0.0,578,65,None,,0,1,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Sam,0.0,519,76,0,0,0,0.0,599,81,765,False,0.0,592,81,0,,None,40,721,62,0,0,None,0,,564505.jpg,0.0,605,81,0,0,0,Proctor,0.0,745,86,False,None,0,0,a,2,7,0.0,552,55,0,134,25,44,11,0.0,0.0,Proctor,0
0,0,0,None,None,0,0,515599,None,,0,0,0,0,0.0,695,288,None,,0,3,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Tommi,0.0,652,258,0,0,0,0.0,704,290,767,False,0.0,698,287,0,,None,45,451,268,0,0,None,0,,515599.jpg,0.0,706,293,0,0,0,O'Reilly,0.0,761,327,False,None,0,0,a,2,7,0.0,687,286,0,98,19,36,13,0.0,0.0,O'Reilly,0
0,0,4,0,0,0,0.0,444180,None,,0,0,-1,1,4.6,417,208,None,,0,3,0.0,0.0,0,0.02,0.01,0.09,0.05,0.07,4.44,2.65,0.04,Jaidon,0.0,710,296,5,2.98,0,3.0,443,205,62,False,9.0,451,202,151,Season-long loan to Leeds United,2023-09-03T20:09:06.556250Z,49,259,164,0,0,None,0,,444180.jpg,1.0,459,213,0,0,0.0,Anthony,0.0,533,188,False,None,2,1.19,u,3,91,16.0,374,187,3,1618,0,12703,16,0.0,0.6,Anthony,1
3,3,191,100,100,1,0.08,168991,None,,0,0,-3,3,243.8,80,63,1,,0,3,2.9,3.4,1,1.74,0.13,3.82,0.29,2.08,24.97,1.94,0.16,Philip,3.4,66,37,30,2.33,2,72.7,88,62,63,False,266.2,132,52,1161,,2023-11-12T02:30:08.229472Z,52,156,97,0,0,None,0,,168991.jpg,2.8,172,79,0,0,0.0,Billing,0.4,257,81,False,None,12,0.93,a,3,91,217.0,85,55,50,62344,495,99282,1681,0.7,9.6,Billing,3
1,2,65,None,None,0,0.0,111317,None,,0,0,-2,2,93.9,210,124,None,,0,3,0.7,1.2,1,0.42,0.15,2.36,0.85,1.94,5.43,1.95,0.7,David,1.2,257,112,4,1.44,1,28.1,275,128,64,False,82.2,333,143,250,,None,48,277,179,0,0,None,0,,111317.jpg,1.8,320,136,0,0,0.0,Brooks,0.1,475,158,False,None,2,0.72,a,3,91,105.0,172,102,22,9272,27,14111,114,0.3,4.6,Brooks,1
2,3,206,100,100,5,0.3,158499,4,,0,0,0,0,323.4,48,39,None,,0,3,1.9,2.4,2,2.23,0.14,3.10,0.19,0.87,24.57,1.49,0.05,Ryan,2.4,138,70,28,1.7,0,80.9,67,48,65,False,271.2,127,49,1480,,2023-08-06T23:30:05.398527Z,50,182,111,0,0,None,0,,158499.jpg,2.5,229,101,0,0,0.0,Christie,0.1,447,146,False,None,18,1.09,a,3,91,212.0,88,58,47,19536,196,15702,377,0.5,9.4,Christie,2
1,2,183,100,50,4,0.33,155408,3,,0,0,0,0,284.6,56,45,None,,0,3,2.3,1.4,2,1.27,0.1,1.34,0.11,0.07,23.26,1.92,0.01,Lewis,2.8,106,57,21,1.74,0,51.4,160,86,66,False,208.4,190,79,1089,,2023-12-23T22:30:08.669674Z,50,180,110,0,0,None,0,,155408.jpg,2.1,275,116,1,0,0.0,Cook,0.0,592,222,False,None,13,1.07,a,3,91,20.0,353,178,30,2559,22,3873,77,0.6,6.0,L.Cook,1
0,0,0,0,0,0,0,244085,None,,0,0,0,0,0.0,651,256,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Siriki,0.0,608,224,0,0,0,0.0,663,259,67,False,0.0,657,256,0,Permanent Transfer to Birmingham,2023-07-17T06:20:36.127600Z,45,395,228,0,0,None,0,,244085.jpg,0.0,668,264,0,0,0,Dembélé,0.0,742,312,False,None,0,0,u,3,91,0.0,641,253,0,0,0,387,1,0.0,0.0,Siriki,0
0,0,0,0,0,0,0,81012,None,,0,0,-2,2,0.0,586,234,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ryan,0.0,530,212,0,0,0,0.0,605,235,68,False,0.0,599,235,0,Calf injury - Unknown return date,2023-08-06T23:30:05.414382Z,43,572,127,0,0,None,0,,81012.jpg,0.0,612,233,0,0,0,Fredericks,0.0,668,231,False,None,0,0,i,3,91,0.0,566,229,0,740,4,2342,6,0.0,0.0,Fredericks,0
0,0,1,0,0,0,0.0,463981,None,,0,0,0,0,1.8,432,159,None,,0,2,0.0,0.0,0,0.01,0.06,0.01,0.06,0.00,0.19,1.14,0.0,James,0.0,491,185,0,0.0,0,0.2,485,172,69,False,0.0,564,211,15,Season-long loan to Blackburn Rovers,2023-09-01T14:44:09.529285Z,40,689,201,0,0,None,0,,463981.jpg,1.0,412,146,0,0,0.0,Hill,0.1,399,154,False,None,0,0.0,u,3,91,0.0,522,199,1,6669,0,21449,120,0.0,0.2,Hill,0
0,3,137,0,0,2,0.26,235530,None,,0,0,0,0,68.5,260,81,None,,0,2,0.0,0.0,0,0.15,0.02,0.27,0.04,0.12,10.98,1.45,0.02,Lloyd,0.0,606,239,14,1.85,0,19.5,328,119,70,False,119.6,292,115,681,Hamstring injury - Expected back 01 Feb,2023-11-25T19:00:08.932055Z,45,393,78,0,0,None,0,,235530.jpg,2.2,261,87,0,0,0.0,Kelly,0.0,549,203,False,None,8,1.06,i,3,91,8.0,401,144,20,10927,13,11295,71,0.0,4.4,Kelly,1
0,0,0,None,None,0,0,444183,None,,0,0,-2,2,0.0,597,229,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gavin,0.0,546,194,0,0,0,0.0,615,232,71,False,0.0,609,228,0,,None,43,604,327,0,0,None,0,,444183.jpg,0.0,622,238,0,0,0,Kilkenny,0.1,451,149,False,None,0,0,a,3,91,0.0,579,223,0,7781,185,9226,335,0.0,0.0,Kilkenny,0
0,2,83,None,None,5,0.56,222683,None,,0,0,-4,4,152.7,139,94,None,,1,3,2.5,3.0,1,0.88,0.1,2.08,0.23,1.20,12.78,1.43,0.13,Justin,3.0,88,49,10,1.12,2,47.9,173,89,72,False,130.2,275,112,804,,None,46,339,219,0,0,None,0,,222683.jpg,2.6,197,88,0,0,0.0,Kluivert,0.4,256,80,False,None,11,1.23,a,3,91,195.0,98,63,39,56929,990,64269,2423,0.7,8.5,Kluivert,2
0,0,0,0,0,0,0,128309,None,,0,0,-1,1,0.0,727,309,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jamal,0.0,698,287,0,0,0,0.0,733,311,73,False,0.0,732,311,0,Season-long loan to  Swansea City,2023-09-02T08:49:08.357551Z,49,222,143,0,0,None,0,,128309.jpg,0.0,733,311,0,0,0,Lowe,0.0,686,275,False,None,0,0,u,3,91,0.0,724,308,0,81,0,1252,2,0.0,0.0,Lowe,0
0,0,0,75,75,0,0,133845,None,,0,0,-2,2,0.0,588,226,None,,0,3,-0.4,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emiliano,0.0,533,191,0,0,0,0.0,606,229,74,False,0.0,600,225,0,Lack of match fitness - 75% chance of playing,2023-08-18T11:59:59.501058Z,43,581,322,0,0,None,0,,133845.jpg,0.0,613,235,0,0,0,Marcondes,0.0,523,185,False,None,0,0,d,3,91,0.0,568,220,0,9347,19,8920,303,0.0,0.0,Marcondes,0
0,0,25,100,100,0,0.0,223911,None,,0,0,-2,2,12.5,394,144,None,,0,2,-0.5,0.0,0,0.03,0.02,0.12,0.07,0.09,3.05,1.57,0.05,Chris,0.0,542,221,6,3.09,0,6.9,412,147,75,False,34.8,405,150,175,,2023-09-26T18:00:07.515397Z,43,596,147,0,0,None,0,,223911.jpg,0.8,484,161,0,0,0.0,Mepham,0.1,504,193,False,None,2,1.03,a,3,91,21.0,350,122,4,2155,45,6648,47,0.0,0.9,Mepham,1
0,2,39,None,None,0,0.0,128340,None,,0,0,-4,4,17.6,378,49,None,,0,4,1.1,1.6,0,0.32,0.31,1.35,1.31,1.03,1.86,1.8,1.0,Kieffer,1.6,213,28,1,0.97,1,13.1,361,45,76,False,37.4,398,43,93,,None,46,334,62,0,0,None,0,,128340.jpg,1.9,304,38,0,0,0.0,Moore,0.2,313,47,False,None,0,0.0,a,3,91,80.0,204,43,13,19190,188,46729,527,0.3,2.8,Moore,0
0,10,338,100,100,5,0.29,69752,None,,0,0,1,-1,0.0,713,81,None,,2,1,4.9,5.4,2,0.01,0.0,0.01,0.0,0.00,28.68,1.69,0.0,Norberto,5.4,14,1,28,1.65,0,48.1,172,8,77,False,480.0,19,7,1530,,2023-10-27T13:30:07.907911Z,46,333,12,0,0,None,1,,69752.jpg,4.1,44,3,0,61,3.59,Murara Neto,3.5,102,15,False,None,17,1.0,a,3,91,0.0,708,76,69,468564,15699,214174,9713,1.2,15.0,Neto,3
0,0,65,0,100,2,0.4,533463,None,,0,0,-3,3,89.3,221,129,None,,0,3,0.0,1.4,1,0.48,0.1,1.68,0.34,1.20,6.11,1.22,0.24,Dango,1.4,231,102,8,1.6,0,30.8,259,125,78,False,92.2,314,134,451,International Duty - Unknown return date,2023-12-30T22:30:09.287875Z,47,330,214,0,0,None,0,,533463.jpg,1.2,391,177,0,0,0.0,Ouattara,0.0,650,256,False,None,5,1.0,i,3,91,124.0,151,95,16,1141,6,5064,49,0.3,3.4,O.Dango,2
0,0,0,0,0,0,0,156687,None,,0,0,0,0,0.0,641,252,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,597,220,0,0,0,0.0,653,255,79,False,0.0,647,252,0,Permanent transfer to Stoke City,2023-07-11T08:58:20.803049Z,45,366,223,0,0,None,0,,156687.jpg,0.0,658,260,0,0,0,Pearson,0.0,763,329,False,None,0,0,u,3,91,0.0,630,249,0,0,0,108,0,0.0,0.0,Pearson,0
0,0,0,100,100,0,0,32259,None,,0,0,0,0,0.0,503,40,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Darren,0.0,443,52,0,0,0,0.0,525,56,80,False,0.0,518,56,0,,2023-10-28T18:00:07.926322Z,40,633,37,0,0,None,0,,32259.jpg,0.0,531,56,0,0,0,Randolph,0.4,249,33,False,None,0,0,a,3,91,0.0,475,30,0,8448,65,26523,331,0.0,0.0,Randolph,0
0,0,54,None,None,0,0.0,156685,None,,0,0,-2,2,63.9,274,150,None,,0,3,-0.1,0.4,0,0.22,0.05,0.28,0.06,0.06,11.24,2.66,0.01,Joe,0.4,347,161,12,2.84,0,11.6,378,172,81,False,45.8,385,171,380,,None,48,279,181,0,0,None,0,,156685.jpg,1.2,392,178,0,0,0.0,Rothwell,0.0,628,243,False,None,3,0.71,a,3,91,5.0,410,206,13,822,5,1762,19,0.1,2.7,Rothwell,0
3,4,156,0,100,4,0.43,437730,None,,0,0,1,-1,152.4,140,18,None,,0,4,0.0,2.0,1,0.76,0.08,2.66,0.28,1.90,13.79,1.47,0.2,Antoine,2.0,175,22,15,1.6,3,67.2,107,20,82,False,198.6,199,21,843,International Duty - Unknown return date,2024-01-01T13:00:10.892809Z,46,344,64,0,0,None,0,,437730.jpg,2.9,152,24,0,0,0.0,Semenyo,3.0,113,19,False,None,11,1.17,i,3,91,322.0,50,21,47,697761,1012,515229,27786,0.4,10.2,Semenyo,3
